,clipName,pptID,condition,gettingOnWell,relationshipBetweenCharacters,workingTogether,leftDominant,rightDominant,leftCooperative,rightCooperative,leftCompetitive,rightCompetitive,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftFearful,rightFearful,leftSad,rightSad,leftContent,rightContent,leftAngry,rightAngry,leftAmused,rightAmused
440,talking1PushHand,6111,4,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0
441,talking1PushHand,7875,2,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0
442,talking1PushHand,7876,2,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0
443,talking1PushHand,8415,4,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0
444,talking1PushHand,9115,4,0.0,0.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
445,talking1PushHand,9527,2,0.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,4.0
446,togetherAndCrocodile,7,4,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
447,togetherAndCrocodile,55,4,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0
448,togetherAndCrocodile,98,2,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
449,togetherAndCrocodile,314,2,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0
450,togetherAndCrocodile,539,4,0.0,0.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
451,togetherAndCrocodile,647,4,0.0,1.0,0.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0
452,togetherAndCrocodile,653,4,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
453,togetherAndCrocodile,886,2,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,4.0
454,togetherAndCrocodile,945,4,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
455,togetherAndCrocodile,1255,4,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
456,togetherAndCrocodile,1659,2,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0
457,togetherAndCrocodile,1862,2,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
458,togetherAndCrocodile,2023,4,0.0,0.0,0.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,3.0,4.0
459,togetherAndCrocodile,2291,4,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
460,togetherAndCrocodile,2942,2,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
461,togetherAndCrocodile,3259,4,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
462,togetherAndCrocodile,3335,2,0.0,1.0,0.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,0.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0
463,togetherAndCrocodile,4150,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
464,togetherAndCrocodile,5623,2,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0
465,togetherAndCrocodile,5840,2,0.0,0.0,0.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0
466,togetherAndCrocodile,6307,2,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
467,togetherAndCrocodile,7440,2,0.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0
468,togetherAndCrocodile,7710,2,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0
469,togetherAndCrocodile,8066,2,0.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,1.0
470,togetherAndCrocodile,8535,4,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
471,togetherAndCrocodile,8536,4,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0
472,togetherAndCrocodile,9066,2,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0
473,togetherAndCrocodile,9115,4,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
474,togetherAndCrocodile,9919,4,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0
475,togetherAndTalk,1,4,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0
476,togetherAndTalk,38,2,0.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0
477,togetherAndTalk,98,2,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
478,togetherAndTalk,107,4,1.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,3.0,3.0
479,togetherAndTalk,118,2,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0
480,togetherAndTalk,171,4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
481,togetherAndTalk,289,4,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
482,togetherAndTalk,367,4,2.0,1.0,2.0,4.0,3.0,2.0,3.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0
483,togetherAndTalk,793,4,0.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0
484,togetherAndTalk,1460,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
485,togetherAndTalk,1803,4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0
486,togetherAndTalk,1862,2,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,togetherAndTalk,3479,4,0.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
488,togetherAndTalk,4855,4,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
489,togetherAndTalk,4935,4,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0
490,togetherAndTalk,5867,4,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
491,togetherAndTalk,6111,4,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,0.0,2.0,2.0
492,togetherAndTalk,6307,2,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
493,togetherAndTalk,7875,2,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,1.0
494,togetherAndTalk,8067,2,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0
495,togetherAndTalk,8535,4,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
496,togetherAndTalk,8536,4,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
497,togetherAndTalk,8655,4,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
498,togetherAndTalk,8791,4,0.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0
499,togetherAndTalk,9066,2,0.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0
500,togetherAndTalk,9143,4,0.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0
501,togetherAndTalk,9371,4,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0
502,turnTaking,36,2,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
503,turnTaking,38,2,2.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
504,turnTaking,171,4,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
505,turnTaking,235,4,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0
506,turnTaking,375,4,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0
507,turnTaking,653,4,0.0,2.0,0.0,0.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,turnTaking,870,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
509,turnTaking,1031,4,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0
510,turnTaking,1506,2,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
511,turnTaking,2223,2,0.0,2.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
512,turnTaking,2590,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
513,turnTaking,4236,2,0.0,0.0,0.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
514,turnTaking,4747,4,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
515,turnTaking,5198,2,0.0,0.0,0.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0
516,turnTaking,5812,2,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0
517,turnTaking,8067,2,0.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0
518,turnTaking,8536,4,0.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0
519,turnTaking,8791,4,1.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0
520,turnTaking,9115,4,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0
521,turnTaking,9442,2,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0
522,turnTaking,9527,2,1.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0
523,turnTaking,9664,2,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0
524,turnTaking,9927,4,0.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0
525,turnTaking2,1,4,1.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0
526,turnTaking2,36,2,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0
527,turnTaking2,63,4,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,3.0
528,turnTaking2,107,4,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
529,turnTaking2,171,4,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
530,turnTaking2,194,2,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
531,turnTaking2,268,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
532,turnTaking2,390,2,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0
533,turnTaking2,588,2,0.0,0.0,0.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
534,turnTaking2,647,4,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0
535,turnTaking2,669,4,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0
536,turnTaking2,772,2,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
537,turnTaking2,945,4,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,4.0
538,turnTaking2,1255,4,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
539,turnTaking2,1384,4,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
540,turnTaking2,1395,4,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,1.0,4.0
541,turnTaking2,1606,2,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0
542,turnTaking2,3048,2,0.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0
543,turnTaking2,3515,4,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
544,turnTaking2,4150,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
545,turnTaking2,4747,4,0.0,0.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0
546,turnTaking2,5812,2,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
547,turnTaking2,7548,2,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
548,turnTaking2,7735,4,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0
549,turnTaking2,8084,2,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0
550,turnTaking2,8536,4,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0
551,turnTaking2,9927,4,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
